gene_symbol,translatedmRNA.apvEff,translatedmRNA.apvRvmPAdj,totalmRNA.apvEff,totalmRNA.apvRvmPAdj,translation.apvEff,translation.apvRvmPAdj,buffering.apvEff,buffering.apvRvmPAdj,singleRegMode
PI4KB,0.972262183,0.016735081,0.276896735,0.20890597,1.439175722,0.008599972,0.474646199,0.043495525,abundance
ANP32E,0.741562144,0.025034805,1.182405316,0.002564374,0.185677126,0.577855612,0.577593683,0.06879361,abundance
FAM63A,-0.289537716,0.543923574,0.111093084,0.855440589,-0.325910776,0.475611846,0.298994278,0.56495734,background
ANXA9,0.061260378,0.918290653,0.51503255,0.299884469,-0.364717684,0.253346916,0.455358709,0.112395071,background
SELENBP1,-0.948239695,0.104474618,-0.802369631,0.125425097,-0.176482801,0.512942532,0.127470861,0.591394672,abundance
CERS2,0.348261703,0.467496879,0.503188244,0.250794274,-0.093337466,0.764880813,0.158050531,0.516367276,background
ENSA,1.246499694,0.031357455,0.296813095,0.224453655,0.908585471,0.138984246,0.15684495,0.531090956,translation
MRPL9,0.693334034,0.033258093,1.127509001,0.003434898,0.210391615,0.559106871,0.591009677,0.086080835,abundance
ARNT,0.131883481,0.710943332,0.322837841,0.197620445,-0.268962308,0.302862293,0.244630172,0.234232763,background
POGZ,0.273848294,0.303511745,0.287107411,0.263545568,0.217235892,0.410168443,0.188014111,0.465921222,background
GOLPH3L,0.965395207,0.009704742,1.333453379,0.000542047,0.769058776,0.122945811,1.22709916,0.004956487,abundance
GABPB2,0.440880091,0.254840771,-0.272443306,0.540421338,0.490206107,0.221353262,-0.425423016,0.339921662,translation
DYRK3,0.135679359,0.852234457,-0.904583314,0.038470907,0.91769176,0.178074819,-0.955104494,0.020031115,buffering
INTS7,0.686830762,0.041375182,1.260555523,0.004377472,0.004202655,0.989692409,0.374136602,0.182642917,abundance
TAF1A,1.470939581,0.003568743,1.181487074,0.017873885,1.190444579,0.043453227,0.573699608,0.29899464,translation
SMYD2,1.052786037,0.038935889,1.210218906,0.004482542,-0.299693816,0.42330012,0.527479,0.052843721,abundance
DUSP10,-0.749224087,0.123532929,-1.142165769,0.014275493,0.26132951,0.50723335,-0.532904713,0.079045273,abundance
TP53BP2,0.868855672,0.04099542,0.977225414,0.02409837,0.534881257,0.226831613,0.573574677,0.19466931,abundance
ATP8B2,0.134107841,0.839175165,-0.509673361,0.297811389,0.507803342,0.320671908,-0.591681184,0.137218916,background
ADAM15,1.329634188,0.000712364,0.713212329,0.056509959,1.192049041,0.008599972,-0.344613284,0.453935961,translation
JTB,1.072798619,0.019127926,0.660664303,0.062058869,0.558477946,0.145289547,-0.020848638,0.956613581,translation
RAB13,0.008845501,0.986823596,-0.002058006,0.994916798,0.010276895,0.985483243,-0.004287524,0.98945688,background
TPM3,1.099892707,0.004989589,0.686685299,0.011633499,0.395514713,0.302436557,0.264594842,0.290816889,abundance
SNAPIN,0.357501821,0.483843139,1.294645044,0.000777927,-0.260275637,0.748319981,1.256170425,0.002523046,buffering
SLC27A3,-0.016457725,0.970014851,-0.791390238,0.034608075,0.504874336,0.140184887,-0.778372342,0.016439006,background
UBAP2L,0.671528527,0.031537058,0.708103722,0.006626263,-0.089288896,0.806961265,0.482289034,0.038169328,abundance
SLC39A1,1.374267504,0.003958554,1.193634847,0.002031797,0.479295043,0.356119475,0.574413682,0.111653534,abundance
HAX1,0.732812106,0.140619251,0.538082101,0.4082034,0.486751086,0.231112244,-0.282977369,0.603201735,background
CREB3L4,0.802519445,0.089347086,0.149780092,0.804829703,0.778772072,0.118397202,-0.118874931,0.872849568,translation
C1orf43,0.816695352,0.113983852,1.433698258,0.003776355,-0.496578131,0.312343609,0.890301715,0.01689002,abundance
GATAD2B,0.397785979,0.183734503,-0.007529537,0.974508556,0.40494082,0.136348235,-0.188253269,0.381121651,translation
ILF2,1.035130836,0.002631713,1.329117903,0.00159715,0.540119731,0.075547716,-0.063257363,0.885959273,abundance
RIT1,0.382879501,0.474222286,0.55003738,0.073773822,0.41993822,0.529047276,0.557225493,0.077847792,background
INTS3,0.244900973,0.458397228,0.063501952,0.816297898,0.195004992,0.523127106,-0.041103301,0.876401671,background
PKLR,-0.292096647,0.747651413,-0.326437523,0.66045533,0.040997448,0.921098084,-0.06279022,0.838375897,background
C1orf131,0.769694902,0.102356694,1.233838891,0.000656653,-0.734324267,0.282323249,1.050943551,0.00328849,abundance
GALNT2,0.171251314,0.682010369,-0.042943331,0.903845491,0.207408322,0.527192962,-0.155534511,0.554306316,background
TTC13,1.328330815,0.003568743,1.223192076,0.010323669,0.497165489,0.070941909,-0.536864857,0.052189167,abundance
SCCPDH,-0.070754663,0.868355046,0.467864099,0.327671766,-0.352033508,0.129110982,0.57990673,0.017833848,background
LYST,-0.356520188,0.325149989,0.195573191,0.578255952,-0.42648771,0.233074411,0.350724784,0.293258868,translation
CEP170,0.57116671,0.291254198,0.42148329,0.345873223,0.36995083,0.512714418,0.195569855,0.67672959,background
ACP1,0.58125503,0.066727871,1.085061315,0.002882121,-0.100066813,0.775183855,0.602557477,0.032527456,abundance
SNAP47,0.974976731,0.035498327,0.235177578,0.433148223,0.937244548,0.065090189,0.166541549,0.640132329,translation
SRP9,1.365545873,0.02576453,1.777109201,0.000591028,0.693399815,0.456142551,1.552573398,0.005909027,abundance
NVL,0.891185282,0.038914014,0.637919512,0.053524417,0.782731895,0.102881424,0.53591027,0.133808552,abundance
SDE2,0.770146921,0.03088884,0.705815029,0.027354735,0.397637779,0.251165771,0.28317621,0.352598621,abundance
DEGS1,0.247907875,0.460022241,0.349486107,0.308350147,0.007867271,0.979902106,0.047980382,0.849586062,background
FBXO28,-0.192144877,0.580806751,0.593713796,0.132957901,-0.343589549,0.32032888,0.711919579,0.071096149,background
ARF1,0.739766182,0.023315952,0.588847925,0.025761263,0.373615108,0.282589273,0.281337891,0.286107112,abundance
CNIH4,1.258074257,0.004705834,1.539796961,0.003504884,0.361311267,0.279918284,0.015976084,0.968959809,abundance
ITPKB,0.018377743,0.977472829,-1.155929732,0.024772894,0.572366754,0.361324618,-1.163675269,0.019877604,buffering
GUK1,1.678611808,0.01397532,0.343385853,0.228217737,1.276364431,0.059614688,0.026694113,0.942202727,translation
CDC42BPA,-0.267124153,0.644864977,0.026814495,0.963394767,-0.288455,0.355651179,0.306630057,0.28943612,background
PARP1,0.911493615,0.010044621,0.716484104,0.010596942,0.604422278,0.094305031,0.492801051,0.067995545,abundance
PSEN2,-0.141259304,0.796469881,-0.61807638,0.165898627,0.403721417,0.226831613,-0.495270144,0.081702171,background
PYCR2,0.926260632,0.043464805,0.545041658,0.058798561,0.688529143,0.180849088,0.40955992,0.163136551,translation
LBR,0.91892435,0.005555404,1.293824742,0.001276416,0.345789429,0.235996224,0.30028647,0.326476478,abundance
EPHX1,0.072825045,0.937806392,0.379973384,0.582704987,-0.325687236,0.316993936,0.316016152,0.234444734,background
SOX13,0.898601272,0.170009242,0.125902134,0.672813787,0.668797887,0.229603084,-0.08937636,0.742395192,background
ETNK2,-2.175563278,0.005512237,-1.078912735,0.03771159,-0.911540885,0.022998362,0.574733698,0.045609228,translation
PLEKHA6,0.003072853,0.994691395,-0.492157513,0.115981385,0.488834436,0.169315889,-0.493867416,0.059861918,background
ARL8A,0.634266311,0.249953782,-0.068848719,0.818582005,0.785023007,0.030894538,-0.312989082,0.13541048,background
PDIA6,0.469188453,0.115664923,0.619941774,0.054015145,0.127945014,0.652442176,0.0944744,0.736803384,abundance
RHOB,-0.984512103,0.019661425,-1.119363217,0.005516612,0.029290464,0.936315455,-0.244845823,0.308027487,abundance
HNRNPLL,0.187590483,0.611782883,0.484722749,0.095399867,-0.24815067,0.422556667,0.364120244,0.126457174,background
GALM,-0.550423278,0.164461987,-0.310922734,0.350895161,-0.259724612,0.361294602,0.126509805,0.6152525,background
CAMKMT,0.30931553,0.524236277,-0.048213902,0.922320364,0.340191171,0.386052887,-0.282641345,0.430864548,background
ABCG8,-1.571097113,0.038497352,-1.520749713,0.016623337,0.062344536,0.886604098,-0.205149396,0.46468684,abundance
EML4,0.388653517,0.229002272,0.872125879,0.006490653,-0.48409809,0.089563948,0.564192508,0.019116267,abundance
CALM2,0.015184917,0.971653341,0.879134059,0.012898337,-0.063137993,0.910132885,0.877947931,0.015202908,buffering
WDPCP,-0.342152681,0.533979424,0.091620564,0.818582005,-0.387599776,0.485231848,0.177526479,0.630861551,background
VPS54,0.201005342,0.742232685,1.260484237,0.007483419,-0.516304795,0.484124575,1.19637842,0.009501263,buffering
ASXL2,-0.180952753,0.576359047,0.487904089,0.042548847,-0.653875983,0.063768736,0.546081596,0.021966159,buffering
ETAA1,0.112904411,0.839103898,0.693964699,0.020262599,-0.843839704,0.108002085,0.661203737,0.016764426,buffering
CIAO1,0.548285156,0.111824071,0.386247238,0.096917586,0.007037264,0.986016593,0.210539976,0.325873993,abundance
SNRNP200,0.002855015,0.993488498,0.263192988,0.304036403,-0.229410357,0.386052887,0.261267389,0.227240711,background
MRPS5,0.363186546,0.258684324,0.171056834,0.627369325,0.263971456,0.316463809,-0.217497124,0.42420546,background
TPRKB,0.885440524,0.043587967,1.271737095,0.005262338,0.179722771,0.720390045,0.743881407,0.059625042,abundance
EXOC6B,-0.439241628,0.237047097,0.348770055,0.175155854,-0.46316098,0.268129186,0.359907455,0.163754241,buffering
SFXN5,-0.932241022,0.109909178,-1.327062916,0.003031663,0.548530477,0.382277238,-0.925747613,0.013046345,abundance
DUSP11,0.262924145,0.515045905,0.665120014,0.03287745,0.122664987,0.829218138,0.634570897,0.04369802,buffering
THNSL2,-0.482397471,0.308852461,-0.526709504,0.234070742,-0.059781001,0.879036584,-0.090111832,0.77617621,background
RALB,0.004248165,0.991356494,-0.032645877,0.916868109,0.008193825,0.985039975,-0.033034883,0.921380704,background
TMEM177,0.055919756,0.903593274,0.040865702,0.923325978,0.04122178,0.933606478,0.015100192,0.973103541,background
SLC20A1,0.355733454,0.308436076,0.193824455,0.475739422,0.29089005,0.417403144,0.126961776,0.64223224,background
AFF3,-1.095103783,0.108675026,-0.781068087,0.194039042,-0.5251968,0.338332141,0.011852013,0.984399597,abundance
UBXN4,-0.002107908,0.994691395,0.661169279,0.025851238,-0.396647714,0.157990734,0.663039088,0.014125168,background
POLR2D,0.898400627,0.082316527,-0.002612344,0.993304619,0.899576664,0.101116533,-0.120115555,0.717233877,translation
PKP4,0.021310539,0.970773181,0.546947187,0.05162451,-0.957893363,0.038674236,0.539119035,0.026284623,buffering
SCRN3,-0.282969884,0.508486327,0.695524859,0.11785383,-0.574335668,0.177619306,0.88325656,0.041165618,translation
KIAA1715,0.044763172,0.917435847,0.482290082,0.148469095,-0.138110689,0.755130714,0.465664529,0.144647181,buffering
UBR3,-0.141272779,0.728376105,0.328591317,0.232338035,-0.528064146,0.092750437,0.409200455,0.073939765,background
HSPD1,0.292592905,0.485175549,0.702458554,0.142379388,-0.108791564,0.760530576,0.362554168,0.269489898,background
NBEAL1,-0.624511158,0.081962499,0.287133658,0.251713256,-0.809049601,0.043891357,0.444830896,0.083880676,translation
KANSL1L,-0.475877025,0.15879633,0.48967821,0.115315761,-0.639230679,0.094443595,0.66649592,0.046007356,translation
SPAG16,-0.831406786,0.206337627,-0.615297106,0.36484658,-0.32296114,0.246731826,0.324711631,0.215739644,background
SUMF1,0.437359826,0.149675304,0.42741441,0.105975627,0.270682221,0.3900331,0.275112777,0.295536874,abundance
RHBDD1,-0.267068131,0.681337275,0.515952346,0.067162117,-1.380397126,0.021127961,0.592621129,0.019756937,buffering
ACKR3,0.487753964,0.51398755,0.390783305,0.57095014,0.166749157,0.748370356,-0.036795221,0.940166135,background
COPS7B,1.39568123,0.005723605,0.094895511,0.74570448,1.335364601,0.015300099,-0.207748628,0.501551164,translation
DIS3L2,0.304665392,0.385581039,-0.128740321,0.654532275,0.382038539,0.253131517,-0.244044631,0.345339628,background
FANCD2,0.996635202,0.028398029,2.288129629,0.000591028,0.406183332,0.495268112,1.823116831,0.006344957,abundance
TAMM41,0.456511379,0.191940902,-0.274151666,0.416554099,0.416006042,0.250322538,-0.186889336,0.592151993,background
RAB5A,0.504523514,0.330650559,0.759112517,0.011420366,1.501598714,0.047338108,0.868935839,0.005896306,background
FAM134A,0.956771987,0.052113861,0.273448213,0.384395206,0.76236829,0.11708487,-0.012827428,0.974191744,translation
CTDSP1,0.096837707,0.831338686,-0.514660064,0.044929164,0.329406487,0.540660727,-0.523781179,0.039650036,buffering
RQCD1,0.836478038,0.061457722,0.650801319,0.039888741,0.396766878,0.434835444,0.386866476,0.203675935,abundance
STK11IP,-0.12944478,0.833472021,-0.328636263,0.2555032,0.457148749,0.25125441,-0.279715478,0.215990333,background
GMPPA,-0.1482685,0.698783299,0.131387387,0.629928693,-0.25306901,0.458914392,0.185654145,0.439800023,background
EAF1,0.298521706,0.377381863,0.199985164,0.442794385,0.148351659,0.664087891,0.080209016,0.759996023,background
DYNC1LI1,-0.134061726,0.718568779,0.22706176,0.496523823,-0.304784491,0.254139105,0.352114112,0.146834402,background
RBMS3,-2.3625128,0.008137034,-1.889637538,0.000430732,-0.147298631,0.926936374,-1.293656699,0.01209981,abundance
ACKR2,-0.103690871,0.910069565,-0.981288296,0.065925478,0.940240364,0.161391729,-0.926247855,0.026671679,background
CSRNP1,-2.099850681,0.000659954,-2.295319958,9.51E-05,-0.514081703,0.451213089,-1.337060428,0.00963387,abundance
SLC25A38,0.051718959,0.944072887,0.126289056,0.804829703,-0.053720913,0.935149554,0.097995374,0.81526178,background
ITGA9,-1.620268643,0.023359248,-2.208625174,0.000784826,0.90299309,0.127606184,-1.082114947,0.008361379,abundance
GOLGA4,-0.144315542,0.673350501,0.380816407,0.161515726,-0.369693012,0.245144972,0.450722828,0.079358828,buffering
IQSEC1,0.473256478,0.072152649,0.156369442,0.558225028,0.446685314,0.082687671,-0.078761948,0.781154839,translation
RPL32,0.642861927,0.23537769,1.732183871,0.002600184,-0.602394156,0.282080146,1.338276758,0.006141257,abundance
PTPRG,0.646777968,0.102065501,0.447512036,0.167471677,0.198729866,0.468377496,-0.07320556,0.768948032,abundance
SHQ1,0.127908888,0.735110323,0.350603986,0.454290577,0.100382035,0.813532366,0.319518529,0.501551164,background
SLC25A26,0.415790875,0.40641221,-0.218475805,0.472445853,0.540266364,0.292206708,-0.294052301,0.311413806,background
UBA3,0.197051942,0.508435755,0.7813439,0.006393942,-0.319534365,0.280588744,0.688548525,0.010409469,buffering
ARL6IP5,-0.009249859,0.98427337,0.484034613,0.201584831,-0.192801241,0.661171402,0.4881494,0.173094319,buffering
TMF1,-0.259393831,0.44044684,0.303068179,0.369921026,-0.369294917,0.254825553,0.454003553,0.164285549,background
LRIG1,-0.384248321,0.360048852,-0.347938007,0.339395515,-0.163353614,0.689711738,-0.118042667,0.728252769,background
LIMD1,-0.254248023,0.440561071,-0.271774486,0.27415842,-0.078614924,0.833036573,-0.188979104,0.42472921,background
NFKBIZ,-1.650833183,0.003319719,-1.797161353,0.000297219,-0.869632537,0.139342094,-1.407808164,0.003807161,abundance
PHLDB2,-1.345096785,0.006032271,-0.898103521,0.022174922,-0.646457798,0.092714221,0.067899308,0.853578976,translation
ABHD10,-0.072038049,0.896498868,0.608170587,0.128691591,-0.581820358,0.156012092,0.656856021,0.041825461,background
PLA1A,-0.540704825,0.53260107,-0.395011836,0.59916696,-0.149373878,0.684333323,0.104263424,0.736080888,background
RABL3,-0.004898091,0.99287405,0.6933431,0.041266061,-0.988583306,0.014105037,0.696311917,0.008337917,background
ADPRH,-0.498197471,0.539800336,-0.131239782,0.802475286,-0.41889812,0.617483881,-0.002948404,0.995384818,background
ATG3,0.162614849,0.654191259,0.666764583,0.034584736,-0.130343594,0.760392661,0.601595946,0.044752033,buffering
NR1I2,-2.332263366,0.003852024,-2.853479866,0.007502143,-0.934301269,0.131077034,0.043037435,0.965570341,abundance
SRPRB,0.394817467,0.321313562,0.686913584,0.068611522,-0.152055446,0.649119968,0.336830509,0.201499144,background
AGTR1,-1.833657017,0.047560603,-1.330921189,0.058798561,-0.30050785,0.315357865,0.197994856,0.417852994,abundance
EIF2A,0.116539511,0.752777008,1.334149764,0.008862049,-0.024803184,0.963595185,1.296798682,0.013148228,buffering
ALDH1L1,-1.121296656,0.271354368,-0.739406997,0.385475577,-0.33132286,0.217987894,0.288451743,0.210406297,translation
OSBPL11,-1.265270052,0.009831879,-0.43226228,0.289974979,-0.963093902,0.01943893,0.654537905,0.081403989,translation
NCEH1,-0.189800941,0.79582804,0.080654986,0.876468614,-0.276156492,0.570724581,0.195680995,0.551461529,background
LPP,-0.176898329,0.694971304,0.178207787,0.525098389,-0.396403424,0.259630618,0.252204095,0.276942974,background
RUBCN,0.068000983,0.910898236,-0.321003142,0.462253852,0.270180169,0.598456914,-0.355641336,0.343482284,background
AMT,-0.834510826,0.227291345,-0.826716693,0.024215364,0.492478462,0.455290591,-0.539155457,0.060743023,abundance
TCTA,0.52755196,0.444029432,0.309191726,0.411837433,0.163939295,0.812205614,0.121663161,0.720539505,background
VPRBP,-0.015623726,0.962723245,0.202882251,0.433024097,-0.137257809,0.619858769,0.212849656,0.350547478,background
MANF,1.129306752,0.008858109,0.982273243,0.004229614,0.176206164,0.676269839,0.374903295,0.161232296,abundance
SLIT2,-1.00811391,0.217355117,-1.89719675,0.027695758,-0.012593952,0.990087706,-1.257503053,0.084865369,abundance
EIF2B5,-0.306231992,0.301395785,0.033369825,0.92453079,-0.308464766,0.29487169,0.08051156,0.826135912,background
AHSG,-1.847791399,0.035321374,-1.532401744,0.051209694,-0.412980018,0.220272743,0.296920618,0.326476478,translation
ECE2,1.036669706,0.093739175,0.425254211,0.420323813,0.676177943,0.126255026,-0.385415638,0.294102249,translation
FIP1L1,-0.391179875,0.332098188,-0.427372806,0.210222838,0.012367393,0.974017434,-0.107641757,0.666336517,background
SLC26A1,-0.667798013,0.247913838,-0.715719686,0.109660768,0.032241999,0.953848215,-0.26836874,0.389252935,abundance
LYAR,0.902512155,0.080337014,0.960345482,0.010283207,1.113398242,0.111456498,1.040837882,0.013635319,abundance
CENPC,-0.924318879,0.034652932,-0.606414879,0.068651351,-0.318454759,0.31623891,0.039690559,0.895152433,abundance
OCIAD2,-1.349314859,0.10859509,-0.719604732,0.370323662,-0.708689909,0.046995315,0.693749639,0.033764993,translation
